timestamp,회사명,제목,링크,경력,학력,고용형태,연봉정보,지역,직무분야,마감일
"2024-12-14 03:34:35,409",우아한형제들,우아한형제들 DevOps 엔지니어 채용,https://careers.example.com/우아한형제들/40978,인턴,박사이상,프리랜서,"4,516만원 ~ 11,882만원",대전 유성구,"Go, Docker, Kubernetes",2025-01-12
"2024-12-14 03:34:35,182",드라마앤컴퍼니,드라마앤컴퍼니 풀스택 개발자 채용,https://careers.example.com/드라마앤컴퍼니/41930,경력,학력무관,인턴,"5,843만원 ~ 11,650만원",서울 서초구,"Python, TensorFlow, PyTorch",2025-01-04
"2024-12-14 03:34:35,011",당근마켓,당근마켓 프론트엔드 개발자 채용,https://careers.example.com/당근마켓/28219,전문연구요원,박사이상,프리랜서,"3,766만원 ~ 10,031만원",서울 강남구,"Python, TensorFlow, PyTorch",2025-01-12
"2024-12-14 03:34:35,168",카카오,카카오 블록체인 개발자 채용,https://careers.example.com/카카오/37195,인턴,초대졸이상,인턴,"4,212만원 ~ 10,144만원",인천 연수구,"Kotlin, Android, Firebase",2024-12-28
"2024-12-14 03:34:35,684",왓챠,왓챠 백엔드 개발자 채용,https://careers.example.com/왓챠/81570,신입·경력,고졸이상,파견직,"7,173만원 ~ 10,322만원",서울 강남구,"Go, Docker, Kubernetes",2025-01-10
"2024-12-14 03:34:35,670",버킷플레이스,버킷플레이스 클라우드 엔지니어 채용,https://careers.example.com/버킷플레이스/94065,신입·경력,석사이상,프리랜서,"5,666만원 ~ 13,851만원",경기 분당구,"Kotlin, Android, Firebase",2024-12-28
"2024-12-14 03:34:35,127",빅히트엔터테인먼트,빅히트엔터테인먼트 게임 서버 개발자 채용,https://careers.example.com/빅히트엔터테인먼트/20423,전문연구요원,학력무관,계약직,"4,696만원 ~ 10,133만원",경기 분당구,"Swift, iOS, Objective-C",2025-01-12
"2024-12-14 03:34:35,285",데브시스터즈,데브시스터즈 게임 서버 개발자 채용,https://careers.example.com/데브시스터즈/93474,인턴,석사이상,계약직,"7,757만원 ~ 8,895만원",광주 북구,"JavaScript, Vue.js, TypeScript",2025-01-13
"2024-12-14 03:34:35,415",그린랩스,그린랩스 데이터 엔지니어 채용,https://careers.example.com/그린랩스/13495,경력무관,박사이상,정규직,"3,614만원 ~ 13,858만원",부산 해운대구,"Python, Django, AWS",2025-01-10
"2024-12-14 03:34:35,134",마켓컬리,마켓컬리 블록체인 개발자 채용,https://careers.example.com/마켓컬리/54786,전문연구요원,대졸이상,계약직,"5,667만원 ~ 12,654만원",경기 분당구,"Java, Spring, MySQL",2025-01-09
"2024-12-14 03:34:35,969",두나무,두나무 프론트엔드 개발자 채용,https://careers.example.com/두나무/55722,전문연구요원,박사이상,정규직,"6,442만원 ~ 9,458만원",광주 북구,"Python, Django, AWS",2025-01-09
"2024-12-14 03:34:35,519",펄어비스,펄어비스 보안 엔지니어 채용,https://careers.example.com/펄어비스/13622,인턴,석사이상,프리랜서,"5,886만원 ~ 12,175만원",서울 마포구,"Python, TensorFlow, PyTorch",2025-01-14
"2024-12-14 03:34:35,441",라인플러스,라인플러스 게임 서버 개발자 채용,https://careers.example.com/라인플러스/39206,신입,석사이상,계약직,"5,097만원 ~ 9,873만원",제주 제주시,"Kotlin, Android, Firebase",2024-12-24
"2024-12-14 03:34:35,867",째깍악어,째깍악어 머신러닝 엔지니어 채용,https://careers.example.com/째깍악어/16547,신입·경력,박사이상,정규직,"5,866만원 ~ 11,048만원",광주 북구,"Java, Spring, MySQL",2025-01-13
"2024-12-14 03:34:35,095",카카오,카카오 프론트엔드 개발자 채용,https://careers.example.com/카카오/46700,전문연구요원,학력무관,파견직,"6,907만원 ~ 10,439만원",서울 송파구,"JavaScript, React, Node.js",2025-01-01
"2024-12-14 03:34:35,555",마켓컬리,마켓컬리 게임 서버 개발자 채용,https://careers.example.com/마켓컬리/65802,신입·경력,학력무관,파견직,"4,629만원 ~ 13,634만원",서울 강남구,"JavaScript, React, Node.js",2025-01-09
"2024-12-14 03:34:35,198",야놀자,야놀자 시스템 엔지니어 채용,https://careers.example.com/야놀자/50059,신입,학력무관,프리랜서,"5,214만원 ~ 9,032만원",광주 북구,"JavaScript, React, Node.js",2024-12-22
"2024-12-14 03:34:35,373",우아한형제들,우아한형제들 머신러닝 엔지니어 채용,https://careers.example.com/우아한형제들/59063,전문연구요원,초대졸이상,인턴,"5,795만원 ~ 13,308만원",서울 마포구,"Ruby, Rails, PostgreSQL",2025-01-10
"2024-12-14 03:34:35,215",SK플래닛,SK플래닛 시스템 엔지니어 채용,https://careers.example.com/sk플래닛/71604,경력,대졸이상,계약직,"4,587만원 ~ 13,727만원",인천 연수구,"Python, Django, AWS",2025-01-14
"2024-12-14 03:34:35,595",빅히트엔터테인먼트,빅히트엔터테인먼트 게임 서버 개발자 채용,https://careers.example.com/빅히트엔터테인먼트/26625,전문연구요원,고졸이상,인턴,"6,369만원 ~ 12,405만원",제주 제주시,"Kotlin, Android, Firebase",2024-12-23
"2024-12-14 03:34:35,339",쿠팡,쿠팡 iOS 개발자 채용,https://careers.example.com/쿠팡/67944,경력무관,박사이상,정규직,"5,238만원 ~ 11,670만원",제주 제주시,"Python, Django, AWS",2025-01-09
"2024-12-14 03:34:35,210",버킷플레이스,버킷플레이스 시스템 엔지니어 채용,https://careers.example.com/버킷플레이스/14699,인턴,석사이상,정규직,"7,568만원 ~ 9,704만원",부산 해운대구,"Python, Django, AWS",2025-01-04
"2024-12-14 03:34:36,772",버킷플레이스,버킷플레이스 보안 엔지니어 채용,https://careers.example.com/버킷플레이스/10599,신입·경력,대졸이상,파견직,"3,663만원 ~ 11,076만원",제주 제주시,"Python, TensorFlow, PyTorch",2024-12-23
"2024-12-14 03:34:36,272",여기어때,여기어때 프론트엔드 개발자 채용,https://careers.example.com/여기어때/88697,인턴,고졸이상,정규직,"7,141만원 ~ 11,085만원",경기 판교,"Python, TensorFlow, PyTorch",2025-01-05
"2024-12-14 03:34:36,921",우아한형제들,우아한형제들 블록체인 개발자 채용,https://careers.example.com/우아한형제들/39575,경력,초대졸이상,프리랜서,"5,696만원 ~ 12,655만원",서울 성동구,"Python, TensorFlow, PyTorch",2025-01-03
"2024-12-14 03:34:36,822",드라마앤컴퍼니,드라마앤컴퍼니 DevOps 엔지니어 채용,https://careers.example.com/드라마앤컴퍼니/86457,신입,석사이상,정규직,"6,624만원 ~ 12,437만원",광주 북구,"Rust, WebAssembly",2024-12-22
"2024-12-14 03:34:36,511",데브시스터즈,데브시스터즈 데이터 엔지니어 채용,https://careers.example.com/데브시스터즈/56788,신입·경력,대졸이상,파견직,"7,898만원 ~ 12,496만원",광주 북구,"Go, Docker, Kubernetes",2025-01-13
"2024-12-14 03:34:36,237",라인플러스,라인플러스 클라우드 엔지니어 채용,https://careers.example.com/라인플러스/34493,전문연구요원,학력무관,프리랜서,"3,995만원 ~ 12,968만원",부산 해운대구,"Kotlin, Android, Firebase",2024-12-31
"2024-12-14 03:34:36,819",스마일게이트,스마일게이트 게임 클라이언트 개발자 채용,https://careers.example.com/스마일게이트/24613,전문연구요원,학력무관,정규직,"7,252만원 ~ 9,546만원",서울 강남구,"Scala, Akka, Kafka",2024-12-25
"2024-12-14 03:34:36,551",카카오,카카오 게임 서버 개발자 채용,https://careers.example.com/카카오/58189,신입,학력무관,계약직,"4,364만원 ~ 12,509만원",경기 성남시,"Kotlin, Android, Firebase",2024-12-31
"2024-12-14 03:34:36,970",야놀자,야놀자 게임 서버 개발자 채용,https://careers.example.com/야놀자/54011,신입,대졸이상,파견직,"4,920만원 ~ 8,607만원",부산 해운대구,"Go, Docker, Kubernetes",2025-01-01
"2024-12-14 03:34:36,451",당근마켓,당근마켓 백엔드 개발자 채용,https://careers.example.com/당근마켓/43346,전문연구요원,고졸이상,정규직,"7,138만원 ~ 14,214만원",인천 연수구,"Rust, WebAssembly",2024-12-23
"2024-12-14 03:34:36,664",째깍악어,째깍악어 DevOps 엔지니어 채용,https://careers.example.com/째깍악어/39847,경력무관,석사이상,프리랜서,"6,706만원 ~ 12,653만원",제주 제주시,"Java, Spring, MySQL",2024-12-31
"2024-12-14 03:34:36,322",쿠팡,쿠팡 프론트엔드 개발자 채용,https://careers.example.com/쿠팡/86016,전문연구요원,박사이상,정규직,"3,623만원 ~ 8,596만원",부산 해운대구,"Scala, Akka, Kafka",2024-12-22
"2024-12-14 03:34:36,999",우아한형제들,우아한형제들 백엔드 개발자 채용,https://careers.example.com/우아한형제들/37335,인턴,박사이상,계약직,"6,260만원 ~ 13,315만원",경기 성남시,"Python, TensorFlow, PyTorch",2024-12-22
"2024-12-14 03:34:36,512",왓챠,왓챠 클라우드 엔지니어 채용,https://careers.example.com/왓챠/65165,경력무관,초대졸이상,정규직,"5,901만원 ~ 13,060만원",서울 서초구,"Scala, Akka, Kafka",2024-12-25
"2024-12-14 03:34:36,843",무신사,무신사 보안 엔지니어 채용,https://careers.example.com/무신사/54273,신입·경력,석사이상,파견직,"3,793만원 ~ 10,356만원",경기 성남시,"Swift, iOS, Objective-C",2025-01-12
"2024-12-14 03:34:36,303",네이버,네이버 머신러닝 엔지니어 채용,https://careers.example.com/네이버/74034,인턴,초대졸이상,프리랜서,"4,600만원 ~ 14,038만원",서울 강남구,"Swift, iOS, Objective-C",2024-12-28
"2024-12-14 03:34:36,189",네이버,네이버 게임 클라이언트 개발자 채용,https://careers.example.com/네이버/68817,신입·경력,학력무관,프리랜서,"3,848만원 ~ 10,779만원",경기 판교,"JavaScript, Vue.js, TypeScript",2025-01-13
"2024-12-14 03:34:36,415",직방,직방 QA 엔지니어 채용,https://careers.example.com/직방/97206,신입,고졸이상,프리랜서,"7,671만원 ~ 13,776만원",제주 제주시,"Ruby, Rails, PostgreSQL",2024-12-23
"2024-12-14 03:34:36,040",그린랩스,그린랩스 시스템 엔지니어 채용,https://careers.example.com/그린랩스/51190,인턴,박사이상,프리랜서,"7,172만원 ~ 13,817만원",서울 강남구,"Swift, iOS, Objective-C",2025-01-05
"2024-12-14 03:34:36,589",스마일게이트,스마일게이트 프론트엔드 개발자 채용,https://careers.example.com/스마일게이트/34368,신입,박사이상,정규직,"6,285만원 ~ 11,800만원",대전 유성구,"JavaScript, React, Node.js",2024-12-23
"2024-12-14 03:34:36,760",마이리얼트립,마이리얼트립 게임 서버 개발자 채용,https://careers.example.com/마이리얼트립/20426,경력,초대졸이상,파견직,"7,547만원 ~ 12,710만원",대전 유성구,"C++, Unreal Engine",2024-12-29
"2024-12-14 03:34:36,761",여기어때,여기어때 DevOps 엔지니어 채용,https://careers.example.com/여기어때/52466,전문연구요원,초대졸이상,프리랜서,"7,554만원 ~ 8,525만원",서울 강남구,"Python, Django, AWS",2024-12-26
"2024-12-14 03:34:36,789",SK플래닛,SK플래닛 백엔드 개발자 채용,https://careers.example.com/sk플래닛/60883,경력무관,박사이상,프리랜서,"6,578만원 ~ 12,695만원",서울 송파구,"Rust, WebAssembly",2025-01-07
"2024-12-14 03:34:36,273",마켓컬리,마켓컬리 iOS 개발자 채용,https://careers.example.com/마켓컬리/17731,전문연구요원,초대졸이상,파견직,"4,726만원 ~ 9,779만원",경기 판교,"Ruby, Rails, PostgreSQL",2024-12-28
"2024-12-14 03:34:36,187",카카오,카카오 클라우드 엔지니어 채용,https://careers.example.com/카카오/24918,인턴,학력무관,계약직,"4,150만원 ~ 13,635만원",서울 서초구,"Swift, iOS, Objective-C",2025-01-13
"2024-12-14 03:34:36,711",빅히트엔터테인먼트,빅히트엔터테인먼트 QA 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/70596,신입·경력,석사이상,파견직,"4,624만원 ~ 11,896만원",대전 유성구,"Java, Spring, MySQL",2024-12-29
"2024-12-14 03:34:36,075",펄어비스,펄어비스 DevOps 엔지니어 채용,https://careers.example.com/펄어비스/98829,인턴,학력무관,프리랜서,"4,394만원 ~ 14,502만원",서울 송파구,"Kotlin, Android, Firebase",2025-01-07
"2024-12-14 03:34:36,930",야놀자,야놀자 보안 엔지니어 채용,https://careers.example.com/야놀자/99087,신입,학력무관,파견직,"4,816만원 ~ 14,553만원",대전 유성구,"C++, Unreal Engine",2025-01-01
"2024-12-14 03:34:36,559",라인플러스,라인플러스 데이터 엔지니어 채용,https://careers.example.com/라인플러스/18251,경력,학력무관,프리랜서,"5,948만원 ~ 10,497만원",경기 성남시,"Ruby, Rails, PostgreSQL",2024-12-28
"2024-12-14 03:34:36,000",당근마켓,당근마켓 클라우드 엔지니어 채용,https://careers.example.com/당근마켓/76775,신입,대졸이상,계약직,"6,484만원 ~ 13,454만원",부산 해운대구,"JavaScript, Vue.js, TypeScript",2024-12-26
"2024-12-14 03:34:36,336",직방,직방 풀스택 개발자 채용,https://careers.example.com/직방/99461,전문연구요원,석사이상,정규직,"4,309만원 ~ 13,662만원",서울 서초구,"JavaScript, React, Node.js",2025-01-12
"2024-12-14 03:34:36,568",무신사,무신사 클라우드 엔지니어 채용,https://careers.example.com/무신사/94621,전문연구요원,대졸이상,인턴,"3,812만원 ~ 11,443만원",광주 북구,"Rust, WebAssembly",2024-12-27
"2024-12-14 03:34:36,885",네이버,네이버 백엔드 개발자 채용,https://careers.example.com/네이버/57600,경력,대졸이상,파견직,"4,719만원 ~ 14,873만원",부산 해운대구,"Python, TensorFlow, PyTorch",2025-01-01
"2024-12-14 03:34:36,881",비바리퍼블리카,비바리퍼블리카 QA 엔지니어 채용,https://careers.example.com/비바리퍼블리카/40926,인턴,대졸이상,파견직,"4,715만원 ~ 13,525만원",광주 북구,"JavaScript, Vue.js, TypeScript",2024-12-30
"2024-12-14 03:34:36,461",우아한형제들,우아한형제들 iOS 개발자 채용,https://careers.example.com/우아한형제들/83678,인턴,초대졸이상,정규직,"3,729만원 ~ 9,277만원",광주 북구,"Java, Spring, MySQL",2025-01-10
"2024-12-14 03:34:36,003",데브시스터즈,데브시스터즈 iOS 개발자 채용,https://careers.example.com/데브시스터즈/51517,신입·경력,석사이상,파견직,"3,545만원 ~ 8,712만원",부산 해운대구,"Python, Django, AWS",2024-12-27
"2024-12-14 03:34:36,137",그린랩스,그린랩스 블록체인 개발자 채용,https://careers.example.com/그린랩스/88691,경력,초대졸이상,프리랜서,"6,195만원 ~ 11,464만원",경기 판교,"Python, TensorFlow, PyTorch",2025-01-02
"2024-12-14 03:34:36,956",왓챠,왓챠 게임 클라이언트 개발자 채용,https://careers.example.com/왓챠/36491,신입·경력,박사이상,인턴,"5,723만원 ~ 14,881만원",서울 강남구,"Java, Spring, MySQL",2025-01-06
"2024-12-14 03:34:36,955",째깍악어,째깍악어 블록체인 개발자 채용,https://careers.example.com/째깍악어/51086,신입·경력,박사이상,인턴,"7,603만원 ~ 11,710만원",부산 해운대구,"Python, Django, AWS",2025-01-14
"2024-12-14 03:34:36,343",데브시스터즈,데브시스터즈 백엔드 개발자 채용,https://careers.example.com/데브시스터즈/52583,신입,석사이상,프리랜서,"3,591만원 ~ 11,923만원",제주 제주시,"Rust, WebAssembly",2024-12-28
"2024-12-14 03:34:36,378",직방,직방 iOS 개발자 채용,https://careers.example.com/직방/81266,신입·경력,대졸이상,계약직,"4,641만원 ~ 11,038만원",대전 유성구,"JavaScript, Vue.js, TypeScript",2025-01-06
"2024-12-14 03:34:36,119",SK플래닛,SK플래닛 풀스택 개발자 채용,https://careers.example.com/sk플래닛/22443,신입·경력,석사이상,프리랜서,"6,483만원 ~ 13,062만원",서울 마포구,"Kotlin, Android, Firebase",2025-01-10
"2024-12-14 03:34:36,069",펄어비스,펄어비스 머신러닝 엔지니어 채용,https://careers.example.com/펄어비스/12178,신입,박사이상,인턴,"5,220만원 ~ 14,978만원",인천 연수구,"Go, Docker, Kubernetes",2025-01-03
"2024-12-14 03:34:36,348",네이버,네이버 머신러닝 엔지니어 채용,https://careers.example.com/네이버/41155,신입,초대졸이상,정규직,"5,323만원 ~ 11,317만원",대전 유성구,"Swift, iOS, Objective-C",2025-01-11
"2024-12-14 03:34:36,511",비바리퍼블리카,비바리퍼블리카 보안 엔지니어 채용,https://careers.example.com/비바리퍼블리카/49844,신입·경력,초대졸이상,계약직,"6,031만원 ~ 10,415만원",서울 마포구,"Ruby, Rails, PostgreSQL",2024-12-23
"2024-12-14 03:34:36,880",크래프톤,크래프톤 iOS 개발자 채용,https://careers.example.com/크래프톤/66341,인턴,초대졸이상,정규직,"7,247만원 ~ 11,083만원",인천 연수구,"Python, TensorFlow, PyTorch",2025-01-14
"2024-12-14 03:34:36,790",넥슨,넥슨 DevOps 엔지니어 채용,https://careers.example.com/넥슨/72079,인턴,석사이상,계약직,"5,572만원 ~ 10,868만원",서울 송파구,"Scala, Akka, Kafka",2024-12-30
"2024-12-14 03:34:36,210",NHN,NHN 프론트엔드 개발자 채용,https://careers.example.com/nhn/49327,경력무관,대졸이상,정규직,"4,529만원 ~ 10,987만원",서울 마포구,"Rust, WebAssembly",2025-01-08
"2024-12-14 03:34:36,550",여기어때,여기어때 iOS 개발자 채용,https://careers.example.com/여기어때/83949,신입·경력,대졸이상,파견직,"5,892만원 ~ 11,467만원",경기 분당구,"Python, TensorFlow, PyTorch",2024-12-22
"2024-12-14 03:34:36,381",빅히트엔터테인먼트,빅히트엔터테인먼트 QA 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/93559,경력무관,초대졸이상,계약직,"6,988만원 ~ 14,861만원",서울 마포구,"Go, Docker, Kubernetes",2024-12-25
"2024-12-14 03:34:36,421",마이리얼트립,마이리얼트립 블록체인 개발자 채용,https://careers.example.com/마이리얼트립/98899,인턴,석사이상,정규직,"6,331만원 ~ 12,698만원",제주 제주시,"Scala, Akka, Kafka",2025-01-04
"2024-12-14 03:34:36,218",데브시스터즈,데브시스터즈 게임 클라이언트 개발자 채용,https://careers.example.com/데브시스터즈/84765,경력,대졸이상,파견직,"7,946만원 ~ 14,172만원",경기 판교,"Scala, Akka, Kafka",2025-01-10
"2024-12-14 03:34:36,974",브랜디,브랜디 게임 클라이언트 개발자 채용,https://careers.example.com/브랜디/97390,전문연구요원,박사이상,프리랜서,"4,330만원 ~ 10,830만원",서울 강남구,"Java, Spring, MySQL",2024-12-31
"2024-12-14 03:34:36,092",라인플러스,라인플러스 백엔드 개발자 채용,https://careers.example.com/라인플러스/56089,인턴,고졸이상,계약직,"4,181만원 ~ 12,362만원",서울 서초구,"JavaScript, Vue.js, TypeScript",2025-01-07
"2024-12-14 03:34:36,053",비바리퍼블리카,비바리퍼블리카 풀스택 개발자 채용,https://careers.example.com/비바리퍼블리카/93063,신입·경력,학력무관,프리랜서,"6,402만원 ~ 11,580만원",부산 해운대구,"Go, Docker, Kubernetes",2025-01-02
"2024-12-14 03:34:36,543",당근마켓,당근마켓 보안 엔지니어 채용,https://careers.example.com/당근마켓/71279,전문연구요원,고졸이상,정규직,"6,016만원 ~ 11,850만원",대전 유성구,"Go, Docker, Kubernetes",2025-01-05
"2024-12-14 03:34:36,045",여기어때,여기어때 블록체인 개발자 채용,https://careers.example.com/여기어때/36423,신입·경력,대졸이상,계약직,"7,345만원 ~ 13,739만원",경기 성남시,"JavaScript, React, Node.js",2024-12-27
"2024-12-14 03:34:36,524",브랜디,브랜디 백엔드 개발자 채용,https://careers.example.com/브랜디/83974,신입,학력무관,인턴,"4,991만원 ~ 10,602만원",광주 북구,"Scala, Akka, Kafka",2024-12-31
"2024-12-14 03:34:36,881",왓챠,왓챠 블록체인 개발자 채용,https://careers.example.com/왓챠/90931,경력,대졸이상,정규직,"7,582만원 ~ 9,011만원",인천 연수구,"Ruby, Rails, PostgreSQL",2024-12-24
"2024-12-14 03:34:36,526",야놀자,야놀자 풀스택 개발자 채용,https://careers.example.com/야놀자/49593,경력,박사이상,인턴,"6,158만원 ~ 10,915만원",서울 마포구,"Java, Spring, MySQL",2024-12-28
"2024-12-14 03:34:37,378",카카오,카카오 QA 엔지니어 채용,https://careers.example.com/카카오/39544,경력,대졸이상,인턴,"5,513만원 ~ 12,717만원",경기 판교,"JavaScript, React, Node.js",2025-01-06
"2024-12-14 03:34:37,832",NHN,NHN iOS 개발자 채용,https://careers.example.com/nhn/59531,경력무관,고졸이상,정규직,"6,539만원 ~ 12,920만원",서울 송파구,"Python, TensorFlow, PyTorch",2024-12-26
"2024-12-14 03:34:37,409",네이버,네이버 백엔드 개발자 채용,https://careers.example.com/네이버/78471,경력,박사이상,정규직,"6,918만원 ~ 8,813만원",서울 송파구,"Kotlin, Android, Firebase",2025-01-08
"2024-12-14 03:34:37,382",왓챠,왓챠 게임 서버 개발자 채용,https://careers.example.com/왓챠/11706,전문연구요원,학력무관,프리랜서,"7,629만원 ~ 9,654만원",광주 북구,"C++, Unreal Engine",2024-12-29
"2024-12-14 03:34:37,979",째깍악어,째깍악어 블록체인 개발자 채용,https://careers.example.com/째깍악어/69571,인턴,박사이상,인턴,"4,931만원 ~ 9,450만원",경기 분당구,"Java, Spring, MySQL",2025-01-10
"2024-12-14 03:34:37,325",비바리퍼블리카,비바리퍼블리카 풀스택 개발자 채용,https://careers.example.com/비바리퍼블리카/75813,신입·경력,석사이상,계약직,"4,509만원 ~ 11,284만원",서울 성동구,"Python, TensorFlow, PyTorch",2025-01-06
"2024-12-14 03:34:37,963",라인플러스,라인플러스 QA 엔지니어 채용,https://careers.example.com/라인플러스/26285,신입,학력무관,인턴,"7,681만원 ~ 10,800만원",부산 해운대구,"Go, Docker, Kubernetes",2024-12-26
"2024-12-14 03:34:37,647",버킷플레이스,버킷플레이스 시스템 엔지니어 채용,https://careers.example.com/버킷플레이스/51732,신입·경력,박사이상,인턴,"3,919만원 ~ 9,476만원",대전 유성구,"Swift, iOS, Objective-C",2025-01-11
"2024-12-14 03:34:37,333",라인플러스,라인플러스 게임 클라이언트 개발자 채용,https://careers.example.com/라인플러스/31382,경력무관,박사이상,계약직,"3,680만원 ~ 12,466만원",서울 마포구,"JavaScript, React, Node.js",2025-01-10
"2024-12-14 03:34:37,078",직방,직방 안드로이드 개발자 채용,https://careers.example.com/직방/91140,전문연구요원,고졸이상,프리랜서,"4,104만원 ~ 13,814만원",서울 마포구,"Swift, iOS, Objective-C",2025-01-14
"2024-12-14 03:34:37,163",SK플래닛,SK플래닛 시스템 엔지니어 채용,https://careers.example.com/sk플래닛/83073,신입·경력,대졸이상,계약직,"6,897만원 ~ 13,713만원",대전 유성구,"Scala, Akka, Kafka",2025-01-10
"2024-12-14 03:34:37,913",야놀자,야놀자 머신러닝 엔지니어 채용,https://careers.example.com/야놀자/39937,신입·경력,고졸이상,인턴,"7,827만원 ~ 10,807만원",인천 연수구,"Swift, iOS, Objective-C",2025-01-14
"2024-12-14 03:34:37,299",째깍악어,째깍악어 보안 엔지니어 채용,https://careers.example.com/째깍악어/33519,전문연구요원,박사이상,계약직,"3,939만원 ~ 10,399만원",서울 서초구,"Ruby, Rails, PostgreSQL",2025-01-03
"2024-12-14 03:34:37,563",비바리퍼블리카,비바리퍼블리카 백엔드 개발자 채용,https://careers.example.com/비바리퍼블리카/28208,경력무관,학력무관,프리랜서,"6,790만원 ~ 11,349만원",대전 유성구,"Java, Spring, MySQL",2025-01-08
"2024-12-14 03:34:37,064",빅히트엔터테인먼트,빅히트엔터테인먼트 머신러닝 엔지니어 채용,https://careers.example.com/빅히트엔터테인먼트/79042,신입·경력,초대졸이상,정규직,"5,304만원 ~ 12,776만원",대전 유성구,"Scala, Akka, Kafka",2024-12-31
"2024-12-14 03:34:37,492",무신사,무신사 풀스택 개발자 채용,https://careers.example.com/무신사/89145,전문연구요원,고졸이상,계약직,"6,585만원 ~ 14,485만원",광주 북구,"Rust, WebAssembly",2025-01-12
"2024-12-14 03:34:37,807",데브시스터즈,데브시스터즈 iOS 개발자 채용,https://careers.example.com/데브시스터즈/58902,경력,고졸이상,계약직,"7,876만원 ~ 11,419만원",경기 성남시,"Go, Docker, Kubernetes",2025-01-08
"2024-12-14 03:34:37,072",마켓컬리,마켓컬리 클라우드 엔지니어 채용,https://careers.example.com/마켓컬리/43723,경력,대졸이상,파견직,"6,178만원 ~ 10,537만원",서울 강남구,"C++, Unreal Engine",2024-12-29
"2024-12-14 03:34:37,998",네이버,네이버 클라우드 엔지니어 채용,https://careers.example.com/네이버/77090,신입·경력,학력무관,인턴,"3,774만원 ~ 12,772만원",서울 마포구,"Python, Django, AWS",2025-01-08
"2024-12-14 03:34:37,104",야놀자,야놀자 클라우드 엔지니어 채용,https://careers.example.com/야놀자/82884,인턴,학력무관,정규직,"5,881만원 ~ 14,174만원",제주 제주시,"Python, Django, AWS",2024-12-31
"2024-12-14 03:34:37,656",직방,직방 보안 엔지니어 채용,https://careers.example.com/직방/55095,전문연구요원,석사이상,프리랜서,"5,260만원 ~ 11,510만원",부산 해운대구,"Java, Spring, MySQL",2025-01-11
"2024-12-14 03:34:37,534",라인플러스,라인플러스 게임 클라이언트 개발자 채용,https://careers.example.com/라인플러스/85119,경력무관,고졸이상,정규직,"6,554만원 ~ 14,851만원",서울 서초구,"JavaScript, Vue.js, TypeScript",2025-01-03
"2024-12-14 03:34:37,839",데브시스터즈,데브시스터즈 iOS 개발자 채용,https://careers.example.com/데브시스터즈/26710,인턴,학력무관,인턴,"4,901만원 ~ 10,165만원",경기 성남시,"JavaScript, Vue.js, TypeScript",2025-01-13
"2024-12-14 03:34:37,756",드라마앤컴퍼니,드라마앤컴퍼니 안드로이드 개발자 채용,https://careers.example.com/드라마앤컴퍼니/98161,인턴,석사이상,정규직,"7,988만원 ~ 14,042만원",서울 서초구,"C++, Unreal Engine",2025-01-11
"2024-12-14 03:34:37,017",야놀자,야놀자 안드로이드 개발자 채용,https://careers.example.com/야놀자/38375,신입·경력,박사이상,정규직,"5,178만원 ~ 10,530만원",서울 송파구,"Python, TensorFlow, PyTorch",2025-01-03
"2024-12-14 03:34:37,958",NHN,NHN iOS 개발자 채용,https://careers.example.com/nhn/65866,신입,박사이상,정규직,"5,435만원 ~ 10,926만원",서울 강남구,"Go, Docker, Kubernetes",2025-01-04
"2024-12-14 03:34:37,280",두나무,두나무 데이터 엔지니어 채용,https://careers.example.com/두나무/68314,신입·경력,대졸이상,프리랜서,"5,795만원 ~ 12,309만원",제주 제주시,"C++, Unreal Engine",2024-12-23
"2024-12-14 03:34:37,076",비바리퍼블리카,비바리퍼블리카 게임 서버 개발자 채용,https://careers.example.com/비바리퍼블리카/55055,신입·경력,초대졸이상,파견직,"7,566만원 ~ 11,036만원",광주 북구,"C++, Unreal Engine",2024-12-23
"2024-12-14 03:34:37,492",네이버,네이버 보안 엔지니어 채용,https://careers.example.com/네이버/16550,경력,대졸이상,파견직,"5,149만원 ~ 11,436만원",대전 유성구,"Rust, WebAssembly",2024-12-26
"2024-12-14 03:34:37,146",우아한형제들,우아한형제들 게임 클라이언트 개발자 채용,https://careers.example.com/우아한형제들/68353,신입,초대졸이상,프리랜서,"7,654만원 ~ 12,997만원",대전 유성구,"Go, Docker, Kubernetes",2025-01-12
"2024-12-14 03:34:37,707",당근마켓,당근마켓 게임 클라이언트 개발자 채용,https://careers.example.com/당근마켓/45955,인턴,석사이상,계약직,"3,755만원 ~ 9,215만원",서울 송파구,"C++, Unreal Engine",2025-01-14
"2024-12-14 03:34:37,159",데브시스터즈,데브시스터즈 백엔드 개발자 채용,https://careers.example.com/데브시스터즈/82907,경력무관,박사이상,프리랜서,"7,358만원 ~ 8,808만원",서울 성동구,"Scala, Akka, Kafka",2025-01-14
"2024-12-14 03:34:37,791",카카오,카카오 블록체인 개발자 채용,https://careers.example.com/카카오/78260,경력무관,학력무관,파견직,"4,597만원 ~ 10,598만원",서울 서초구,"Python, TensorFlow, PyTorch",2025-01-05
